heuristica,n,m,replicacao,tempo,iteracoes,valor,parametro
BuscaMonotonaRandomizada,15,10,1,0.05,1651,99.00,0.10
BuscaMonotonaRandomizada,15,10,1,0.03,1904,99.00,0.20
BuscaMonotonaRandomizada,15,10,1,0.03,1675,99.00,0.30
BuscaMonotonaRandomizada,15,10,1,0.02,1843,99.00,0.40
BuscaMonotonaRandomizada,15,10,1,0.03,2722,99.00,0.50
BuscaMonotonaRandomizada,15,10,1,0.02,2688,99.00,0.60
BuscaMonotonaRandomizada,15,10,1,0.02,3501,99.00,0.70
BuscaMonotonaRandomizada,15,10,1,0.03,8374,100.00,0.80
BuscaMonotonaRandomizada,15,10,1,0.02,13203,102.00,0.90
BuscaLocalIterada,15,10,1,0.05,1045,99.00,0.10
BuscaLocalIterada,15,10,1,0.06,1015,99.00,0.20
BuscaLocalIterada,15,10,1,0.09,1019,99.00,0.30
BuscaLocalIterada,15,10,1,0.09,1016,99.00,0.40
BuscaLocalIterada,15,10,1,0.10,1018,99.00,0.50
BuscaLocalIterada,15,10,1,0.12,1014,99.00,0.60
BuscaLocalIterada,15,10,1,0.13,1049,99.00,0.70
BuscaLocalIterada,15,10,1,0.12,1011,99.00,0.80
BuscaLocalIterada,15,10,1,0.12,1008,99.00,0.90
BuscaTabu,15,10,1,0.02,1001,105.00,-1.00
BuscaTabu,15,10,1,0.04,1001,105.00,0.01
BuscaTabu,15,10,1,0.02,1001,105.00,0.02
BuscaTabu,15,10,1,0.02,1001,105.00,0.03
BuscaTabu,15,10,1,0.01,1001,105.00,0.04
BuscaTabu,15,10,1,0.02,1001,105.00,0.05
BuscaTabu,15,10,1,0.02,1001,105.00,0.06
BuscaTabu,15,10,1,0.02,1001,105.00,0.07
BuscaTabu,15,10,1,0.02,1001,105.00,0.08
BuscaTabu,15,10,1,0.02,1001,105.00,0.09
TemperaSimulada,15,10,1,0.00,52,121.00,0.80
TemperaSimulada,15,10,1,0.00,71,121.00,0.85
TemperaSimulada,15,10,1,0.00,110,121.00,0.90
TemperaSimulada,15,10,1,0.00,225,120.00,0.95
TemperaSimulada,15,10,1,0.00,1146,105.00,0.99
BuscaMonotonaRandomizada,15,10,2,0.02,1099,99.00,0.10
BuscaMonotonaRandomizada,15,10,2,0.02,1242,99.00,0.20
BuscaMonotonaRandomizada,15,10,2,0.02,1427,99.00,0.30
BuscaMonotonaRandomizada,15,10,2,0.02,1718,99.00,0.40
BuscaMonotonaRandomizada,15,10,2,0.02,2034,99.00,0.50
BuscaMonotonaRandomizada,15,10,2,0.02,2501,99.00,0.60
BuscaMonotonaRandomizada,15,10,2,0.02,3197,99.00,0.70
BuscaMonotonaRandomizada,15,10,2,0.02,4892,99.00,0.80
BuscaMonotonaRandomizada,15,10,2,0.02,10253,99.00,0.90
BuscaLocalIterada,15,10,2,0.03,1000,99.00,0.10
BuscaLocalIterada,15,10,2,0.06,1000,99.00,0.20
BuscaLocalIterada,15,10,2,0.07,1000,99.00,0.30
BuscaLocalIterada,15,10,2,0.09,1000,99.00,0.40
BuscaLocalIterada,15,10,2,0.09,1000,99.00,0.50
BuscaLocalIterada,15,10,2,0.10,1000,99.00,0.60
BuscaLocalIterada,15,10,2,0.09,1000,99.00,0.70
BuscaLocalIterada,15,10,2,0.10,1000,99.00,0.80
BuscaLocalIterada,15,10,2,0.10,1000,99.00,0.90
BuscaTabu,15,10,2,0.02,1001,99.00,-1.00
BuscaTabu,15,10,2,0.02,1001,99.00,0.01
BuscaTabu,15,10,2,0.02,1001,99.00,0.02
BuscaTabu,15,10,2,0.02,1001,99.00,0.03
BuscaTabu,15,10,2,0.02,1001,99.00,0.04
BuscaTabu,15,10,2,0.02,1001,99.00,0.05
BuscaTabu,15,10,2,0.02,1001,99.00,0.06
BuscaTabu,15,10,2,0.02,1001,99.00,0.07
BuscaTabu,15,10,2,0.02,1001,99.00,0.08
BuscaTabu,15,10,2,0.02,1001,99.00,0.09
TemperaSimulada,15,10,2,0.00,52,121.00,0.80
TemperaSimulada,15,10,2,0.00,71,121.00,0.85
TemperaSimulada,15,10,2,0.00,110,119.00,0.90
TemperaSimulada,15,10,2,0.00,225,112.00,0.95
TemperaSimulada,15,10,2,0.00,1146,99.00,0.99
BuscaMonotonaRandomizada,15,10,3,0.02,1096,94.00,0.10
BuscaMonotonaRandomizada,15,10,3,0.02,1253,94.00,0.20
BuscaMonotonaRandomizada,15,10,3,0.02,1445,94.00,0.30
BuscaMonotonaRandomizada,15,10,3,0.02,1643,94.00,0.40
BuscaMonotonaRandomizada,15,10,3,0.02,1970,94.00,0.50
BuscaMonotonaRandomizada,15,10,3,0.02,2506,94.00,0.60
BuscaMonotonaRandomizada,15,10,3,0.02,3391,94.00,0.70
BuscaMonotonaRandomizada,15,10,3,0.02,4923,94.00,0.80
BuscaMonotonaRandomizada,15,10,3,0.02,9933,94.00,0.90
BuscaLocalIterada,15,10,3,0.02,1000,94.00,0.10
BuscaLocalIterada,15,10,3,0.04,1000,94.00,0.20
BuscaLocalIterada,15,10,3,0.05,1000,94.00,0.30
BuscaLocalIterada,15,10,3,0.05,1000,94.00,0.40
BuscaLocalIterada,15,10,3,0.05,1000,94.00,0.50
BuscaLocalIterada,15,10,3,0.06,1000,94.00,0.60
BuscaLocalIterada,15,10,3,0.06,1000,94.00,0.70
BuscaLocalIterada,15,10,3,0.06,1000,94.00,0.80
BuscaLocalIterada,15,10,3,0.07,1000,94.00,0.90
BuscaTabu,15,10,3,0.02,1000,94.00,-1.00
BuscaTabu,15,10,3,0.02,1000,94.00,0.01
BuscaTabu,15,10,3,0.02,1000,94.00,0.02
BuscaTabu,15,10,3,0.02,1000,94.00,0.03
BuscaTabu,15,10,3,0.02,1000,94.00,0.04
BuscaTabu,15,10,3,0.02,1000,94.00,0.05
BuscaTabu,15,10,3,0.02,1000,94.00,0.06
BuscaTabu,15,10,3,0.02,1000,94.00,0.07
BuscaTabu,15,10,3,0.02,1000,94.00,0.08
BuscaTabu,15,10,3,0.02,1000,94.00,0.09
TemperaSimulada,15,10,3,0.00,52,94.00,0.80
TemperaSimulada,15,10,3,0.00,71,94.00,0.85
TemperaSimulada,15,10,3,0.00,110,94.00,0.90
TemperaSimulada,15,10,3,0.00,225,94.00,0.95
TemperaSimulada,15,10,3,0.00,1000,94.00,0.99
BuscaMonotonaRandomizada,15,10,4,0.02,1109,94.00,0.10
BuscaMonotonaRandomizada,15,10,4,0.02,1251,94.00,0.20
BuscaMonotonaRandomizada,15,10,4,0.02,1426,94.00,0.30
BuscaMonotonaRandomizada,15,10,4,0.02,1616,94.00,0.40
BuscaMonotonaRandomizada,15,10,4,0.02,1958,94.00,0.50
BuscaMonotonaRandomizada,15,10,4,0.02,2463,94.00,0.60
BuscaMonotonaRandomizada,15,10,4,0.02,3339,94.00,0.70
BuscaMonotonaRandomizada,15,10,4,0.02,5153,94.00,0.80
BuscaMonotonaRandomizada,15,10,4,0.02,10535,94.00,0.90
BuscaLocalIterada,15,10,4,0.03,1000,94.00,0.10
BuscaLocalIterada,15,10,4,0.05,1000,94.00,0.20
BuscaLocalIterada,15,10,4,0.05,1000,94.00,0.30
BuscaLocalIterada,15,10,4,0.07,1000,94.00,0.40
BuscaLocalIterada,15,10,4,0.07,1000,94.00,0.50
BuscaLocalIterada,15,10,4,0.08,1000,94.00,0.60
BuscaLocalIterada,15,10,4,0.09,1000,94.00,0.70
BuscaLocalIterada,15,10,4,0.08,1000,94.00,0.80
BuscaLocalIterada,15,10,4,0.09,1000,94.00,0.90
BuscaTabu,15,10,4,0.02,1001,94.00,-1.00
BuscaTabu,15,10,4,0.02,1001,94.00,0.01
BuscaTabu,15,10,4,0.02,1001,94.00,0.02
BuscaTabu,15,10,4,0.02,1001,94.00,0.03
BuscaTabu,15,10,4,0.02,1001,94.00,0.04
BuscaTabu,15,10,4,0.02,1001,94.00,0.05
BuscaTabu,15,10,4,0.02,1001,94.00,0.06
BuscaTabu,15,10,4,0.02,1001,94.00,0.07
BuscaTabu,15,10,4,0.02,1001,94.00,0.08
BuscaTabu,15,10,4,0.02,1001,94.00,0.09
TemperaSimulada,15,10,4,0.00,52,101.00,0.80
TemperaSimulada,15,10,4,0.00,71,99.00,0.85
TemperaSimulada,15,10,4,0.00,110,101.00,0.90
TemperaSimulada,15,10,4,0.00,225,94.00,0.95
TemperaSimulada,15,10,4,0.00,1146,94.00,0.99
BuscaMonotonaRandomizada,15,10,5,0.02,1120,111.00,0.10
BuscaMonotonaRandomizada,15,10,5,0.02,1242,111.00,0.20
BuscaMonotonaRandomizada,15,10,5,0.02,1436,111.00,0.30
BuscaMonotonaRandomizada,15,10,5,0.02,1724,111.00,0.40
BuscaMonotonaRandomizada,15,10,5,0.02,1970,111.00,0.50
BuscaMonotonaRandomizada,15,10,5,0.02,2582,111.00,0.60
BuscaMonotonaRandomizada,15,10,5,0.02,3374,111.00,0.70
BuscaMonotonaRandomizada,15,10,5,0.02,5598,111.00,0.80
BuscaMonotonaRandomizada,15,10,5,0.02,11029,111.00,0.90
BuscaLocalIterada,15,10,5,0.03,1000,111.00,0.10
BuscaLocalIterada,15,10,5,0.06,1000,111.00,0.20
BuscaLocalIterada,15,10,5,0.07,1000,111.00,0.30
BuscaLocalIterada,15,10,5,0.08,1000,111.00,0.40
BuscaLocalIterada,15,10,5,0.09,1000,111.00,0.50
BuscaLocalIterada,15,10,5,0.10,1000,111.00,0.60
BuscaLocalIterada,15,10,5,0.10,1000,111.00,0.70
BuscaLocalIterada,15,10,5,0.10,1000,111.00,0.80
BuscaLocalIterada,15,10,5,0.10,1000,111.00,0.90
BuscaTabu,15,10,5,0.02,1003,111.00,-1.00
BuscaTabu,15,10,5,0.02,1003,111.00,0.01
BuscaTabu,15,10,5,0.02,1003,111.00,0.02
BuscaTabu,15,10,5,0.02,1003,111.00,0.03
BuscaTabu,15,10,5,0.02,1003,111.00,0.04
BuscaTabu,15,10,5,0.02,1003,111.00,0.05
BuscaTabu,15,10,5,0.02,1003,111.00,0.06
BuscaTabu,15,10,5,0.02,1003,111.00,0.07
BuscaTabu,15,10,5,0.02,1003,111.00,0.08
BuscaTabu,15,10,5,0.02,1003,111.00,0.09
TemperaSimulada,15,10,5,0.00,52,134.00,0.80
TemperaSimulada,15,10,5,0.00,71,134.00,0.85
TemperaSimulada,15,10,5,0.00,110,134.00,0.90
TemperaSimulada,15,10,5,0.00,225,127.00,0.95
TemperaSimulada,15,10,5,0.00,1146,111.00,0.99
BuscaMonotonaRandomizada,15,10,6,0.02,1098,84.00,0.10
BuscaMonotonaRandomizada,15,10,6,0.02,1264,84.00,0.20
BuscaMonotonaRandomizada,15,10,6,0.02,1429,84.00,0.30
BuscaMonotonaRandomizada,15,10,6,0.02,1649,84.00,0.40
BuscaMonotonaRandomizada,15,10,6,0.02,1963,84.00,0.50
BuscaMonotonaRandomizada,15,10,6,0.02,2520,84.00,0.60
BuscaMonotonaRandomizada,15,10,6,0.02,3454,84.00,0.70
BuscaMonotonaRandomizada,15,10,6,0.01,5036,84.00,0.80
BuscaMonotonaRandomizada,15,10,6,0.02,10062,84.00,0.90
BuscaLocalIterada,15,10,6,0.03,1000,84.00,0.10
BuscaLocalIterada,15,10,6,0.05,1000,84.00,0.20
BuscaLocalIterada,15,10,6,0.05,1000,84.00,0.30
BuscaLocalIterada,15,10,6,0.06,1000,84.00,0.40
BuscaLocalIterada,15,10,6,0.06,1000,84.00,0.50
BuscaLocalIterada,15,10,6,0.07,1000,84.00,0.60
BuscaLocalIterada,15,10,6,0.07,1000,84.00,0.70
BuscaLocalIterada,15,10,6,0.08,1000,84.00,0.80
BuscaLocalIterada,15,10,6,0.08,1000,84.00,0.90
BuscaTabu,15,10,6,0.02,1001,84.00,-1.00
BuscaTabu,15,10,6,0.05,1001,84.00,0.01
BuscaTabu,15,10,6,0.02,1001,84.00,0.02
BuscaTabu,15,10,6,0.02,1001,84.00,0.03
BuscaTabu,15,10,6,0.01,1001,84.00,0.04
BuscaTabu,15,10,6,0.02,1001,84.00,0.05
BuscaTabu,15,10,6,0.02,1001,84.00,0.06
BuscaTabu,15,10,6,0.02,1001,84.00,0.07
BuscaTabu,15,10,6,0.02,1001,84.00,0.08
BuscaTabu,15,10,6,0.02,1001,84.00,0.09
TemperaSimulada,15,10,6,0.00,52,103.00,0.80
TemperaSimulada,15,10,6,0.00,71,86.00,0.85
TemperaSimulada,15,10,6,0.00,110,96.00,0.90
TemperaSimulada,15,10,6,0.00,225,84.00,0.95
TemperaSimulada,15,10,6,0.00,1146,84.00,0.99
BuscaMonotonaRandomizada,15,10,7,0.02,1107,94.00,0.10
BuscaMonotonaRandomizada,15,10,7,0.02,1266,94.00,0.20
BuscaMonotonaRandomizada,15,10,7,0.02,1403,94.00,0.30
BuscaMonotonaRandomizada,15,10,7,0.02,1659,94.00,0.40
BuscaMonotonaRandomizada,15,10,7,0.02,2022,94.00,0.50
BuscaMonotonaRandomizada,15,10,7,0.02,2521,94.00,0.60
BuscaMonotonaRandomizada,15,10,7,0.02,3221,94.00,0.70
BuscaMonotonaRandomizada,15,10,7,0.02,4993,94.00,0.80
BuscaMonotonaRandomizada,15,10,7,0.02,10574,94.00,0.90
BuscaLocalIterada,15,10,7,0.03,1000,94.00,0.10
BuscaLocalIterada,15,10,7,0.05,1000,94.00,0.20
BuscaLocalIterada,15,10,7,0.05,1000,94.00,0.30
BuscaLocalIterada,15,10,7,0.06,1000,94.00,0.40
BuscaLocalIterada,15,10,7,0.07,1000,94.00,0.50
BuscaLocalIterada,15,10,7,0.07,1000,94.00,0.60
BuscaLocalIterada,15,10,7,0.08,1000,94.00,0.70
BuscaLocalIterada,15,10,7,0.08,1000,94.00,0.80
BuscaLocalIterada,15,10,7,0.08,1000,94.00,0.90
BuscaTabu,15,10,7,0.02,1001,94.00,-1.00
BuscaTabu,15,10,7,0.02,1001,94.00,0.01
BuscaTabu,15,10,7,0.02,1001,94.00,0.02
BuscaTabu,15,10,7,0.01,1001,94.00,0.03
BuscaTabu,15,10,7,0.02,1001,94.00,0.04
BuscaTabu,15,10,7,0.02,1001,94.00,0.05
BuscaTabu,15,10,7,0.02,1001,94.00,0.06
BuscaTabu,15,10,7,0.02,1001,94.00,0.07
BuscaTabu,15,10,7,0.02,1001,94.00,0.08
BuscaTabu,15,10,7,0.02,1001,94.00,0.09
TemperaSimulada,15,10,7,0.00,52,103.00,0.80
TemperaSimulada,15,10,7,0.00,71,106.00,0.85
TemperaSimulada,15,10,7,0.00,110,106.00,0.90
TemperaSimulada,15,10,7,0.00,225,94.00,0.95
TemperaSimulada,15,10,7,0.00,1146,94.00,0.99
BuscaMonotonaRandomizada,15,10,8,0.02,1109,97.00,0.10
BuscaMonotonaRandomizada,15,10,8,0.02,1270,97.00,0.20
BuscaMonotonaRandomizada,15,10,8,0.02,1443,97.00,0.30
BuscaMonotonaRandomizada,15,10,8,0.02,1634,97.00,0.40
BuscaMonotonaRandomizada,15,10,8,0.02,2006,97.00,0.50
BuscaMonotonaRandomizada,15,10,8,0.02,2519,97.00,0.60
BuscaMonotonaRandomizada,15,10,8,0.02,3309,97.00,0.70
BuscaMonotonaRandomizada,15,10,8,0.01,4882,97.00,0.80
BuscaMonotonaRandomizada,15,10,8,0.02,10010,97.00,0.90
BuscaLocalIterada,15,10,8,0.03,1000,97.00,0.10
BuscaLocalIterada,15,10,8,0.05,1000,97.00,0.20
BuscaLocalIterada,15,10,8,0.06,1000,97.00,0.30
BuscaLocalIterada,15,10,8,0.07,1000,97.00,0.40
BuscaLocalIterada,15,10,8,0.07,1000,97.00,0.50
BuscaLocalIterada,15,10,8,0.08,1000,97.00,0.60
BuscaLocalIterada,15,10,8,0.09,1000,97.00,0.70
BuscaLocalIterada,15,10,8,0.09,1000,97.00,0.80
BuscaLocalIterada,15,10,8,0.09,1000,97.00,0.90
BuscaTabu,15,10,8,0.02,1001,97.00,-1.00
BuscaTabu,15,10,8,0.02,1001,97.00,0.01
BuscaTabu,15,10,8,0.02,1001,97.00,0.02
BuscaTabu,15,10,8,0.02,1001,97.00,0.03
BuscaTabu,15,10,8,0.02,1001,97.00,0.04
BuscaTabu,15,10,8,0.02,1001,97.00,0.05
BuscaTabu,15,10,8,0.02,1001,97.00,0.06
BuscaTabu,15,10,8,0.02,1001,97.00,0.07
BuscaTabu,15,10,8,0.02,1001,97.00,0.08
BuscaTabu,15,10,8,0.02,1001,97.00,0.09
TemperaSimulada,15,10,8,0.00,52,103.00,0.80
TemperaSimulada,15,10,8,0.00,71,103.00,0.85
TemperaSimulada,15,10,8,0.00,110,103.00,0.90
TemperaSimulada,15,10,8,0.00,225,97.00,0.95
TemperaSimulada,15,10,8,0.00,1146,97.00,0.99
BuscaMonotonaRandomizada,15,10,9,0.02,1110,95.00,0.10
BuscaMonotonaRandomizada,15,10,9,0.02,1216,95.00,0.20
BuscaMonotonaRandomizada,15,10,9,0.02,1427,95.00,0.30
BuscaMonotonaRandomizada,15,10,9,0.02,1670,95.00,0.40
BuscaMonotonaRandomizada,15,10,9,0.02,2013,95.00,0.50
BuscaMonotonaRandomizada,15,10,9,0.02,2553,95.00,0.60
BuscaMonotonaRandomizada,15,10,9,0.02,3291,95.00,0.70
BuscaMonotonaRandomizada,15,10,9,0.02,4951,95.00,0.80
BuscaMonotonaRandomizada,15,10,9,0.02,10364,95.00,0.90
BuscaLocalIterada,15,10,9,0.03,1000,95.00,0.10
BuscaLocalIterada,15,10,9,0.06,1000,95.00,0.20
BuscaLocalIterada,15,10,9,0.05,1000,95.00,0.30
BuscaLocalIterada,15,10,9,0.06,1000,95.00,0.40
BuscaLocalIterada,15,10,9,0.07,1000,95.00,0.50
BuscaLocalIterada,15,10,9,0.07,1000,95.00,0.60
BuscaLocalIterada,15,10,9,0.08,1000,95.00,0.70
BuscaLocalIterada,15,10,9,0.08,1000,95.00,0.80
BuscaLocalIterada,15,10,9,0.09,1000,95.00,0.90
BuscaTabu,15,10,9,0.03,1000,95.00,-1.00
BuscaTabu,15,10,9,0.03,1000,95.00,0.01
BuscaTabu,15,10,9,0.02,1000,95.00,0.02
BuscaTabu,15,10,9,0.02,1000,95.00,0.03
BuscaTabu,15,10,9,0.02,1000,95.00,0.04
BuscaTabu,15,10,9,0.02,1000,95.00,0.05
BuscaTabu,15,10,9,0.02,1000,95.00,0.06
BuscaTabu,15,10,9,0.02,1000,95.00,0.07
BuscaTabu,15,10,9,0.02,1000,95.00,0.08
BuscaTabu,15,10,9,0.02,1000,95.00,0.09
TemperaSimulada,15,10,9,0.00,52,95.00,0.80
TemperaSimulada,15,10,9,0.00,71,95.00,0.85
TemperaSimulada,15,10,9,0.00,110,95.00,0.90
TemperaSimulada,15,10,9,0.00,225,95.00,0.95
TemperaSimulada,15,10,9,0.00,1000,95.00,0.99
BuscaMonotonaRandomizada,15,10,10,0.02,1108,100.00,0.10
BuscaMonotonaRandomizada,15,10,10,0.02,1222,100.00,0.20
BuscaMonotonaRandomizada,15,10,10,0.02,1443,100.00,0.30
BuscaMonotonaRandomizada,15,10,10,0.02,1708,100.00,0.40
BuscaMonotonaRandomizada,15,10,10,0.02,1993,100.00,0.50
BuscaMonotonaRandomizada,15,10,10,0.02,2429,100.00,0.60
BuscaMonotonaRandomizada,15,10,10,0.02,3302,100.00,0.70
BuscaMonotonaRandomizada,15,10,10,0.02,4909,100.00,0.80
BuscaMonotonaRandomizada,15,10,10,0.02,9729,100.00,0.90
BuscaLocalIterada,15,10,10,0.02,1000,100.00,0.10
BuscaLocalIterada,15,10,10,0.05,1000,100.00,0.20
BuscaLocalIterada,15,10,10,0.05,1000,100.00,0.30
BuscaLocalIterada,15,10,10,0.06,1000,100.00,0.40
BuscaLocalIterada,15,10,10,0.06,1000,100.00,0.50
BuscaLocalIterada,15,10,10,0.07,1000,100.00,0.60
BuscaLocalIterada,15,10,10,0.07,1000,100.00,0.70
BuscaLocalIterada,15,10,10,0.08,1000,100.00,0.80
BuscaLocalIterada,15,10,10,0.08,1000,100.00,0.90
BuscaTabu,15,10,10,0.02,1001,100.00,-1.00
BuscaTabu,15,10,10,0.02,1001,100.00,0.01
BuscaTabu,15,10,10,0.02,1001,100.00,0.02
BuscaTabu,15,10,10,0.01,1001,100.00,0.03
BuscaTabu,15,10,10,0.02,1001,100.00,0.04
BuscaTabu,15,10,10,0.02,1001,100.00,0.05
BuscaTabu,15,10,10,0.02,1001,100.00,0.06
BuscaTabu,15,10,10,0.02,1001,100.00,0.07
BuscaTabu,15,10,10,0.02,1001,100.00,0.08
BuscaTabu,15,10,10,0.02,1001,100.00,0.09
TemperaSimulada,15,10,10,0.00,52,106.00,0.80
TemperaSimulada,15,10,10,0.00,71,106.00,0.85
TemperaSimulada,15,10,10,0.00,110,106.00,0.90
TemperaSimulada,15,10,10,0.00,225,100.00,0.95
TemperaSimulada,15,10,10,0.00,1146,100.00,0.99
BuscaMonotonaRandomizada,20,10,1,0.03,1227,135.00,0.10
BuscaMonotonaRandomizada,20,10,1,0.03,1908,129.00,0.20
BuscaMonotonaRandomizada,20,10,1,0.03,1776,133.00,0.30
BuscaMonotonaRandomizada,20,10,1,0.02,1771,130.00,0.40
BuscaMonotonaRandomizada,20,10,1,0.05,4906,131.00,0.50
BuscaMonotonaRandomizada,20,10,1,0.02,2608,132.00,0.60
BuscaMonotonaRandomizada,20,10,1,0.03,4460,135.00,0.70
BuscaMonotonaRandomizada,20,10,1,0.05,11299,140.00,0.80
BuscaMonotonaRandomizada,20,10,1,0.03,13241,146.00,0.90
BuscaLocalIterada,20,10,1,0.08,1199,129.00,0.10
BuscaLocalIterada,20,10,1,0.14,1374,129.00,0.20
BuscaLocalIterada,20,10,1,0.21,1796,129.00,0.30
BuscaLocalIterada,20,10,1,0.18,1271,129.00,0.40
BuscaLocalIterada,20,10,1,0.24,1457,129.00,0.50
BuscaLocalIterada,20,10,1,0.32,2046,129.00,0.60
BuscaLocalIterada,20,10,1,0.28,1886,129.00,0.70
BuscaLocalIterada,20,10,1,0.18,1165,131.00,0.80
BuscaLocalIterada,20,10,1,0.17,1068,132.00,0.90
BuscaTabu,20,10,1,0.03,1000,172.00,-1.00
BuscaTabu,20,10,1,0.02,1000,172.00,0.01
BuscaTabu,20,10,1,0.02,1000,172.00,0.02
BuscaTabu,20,10,1,0.02,1000,172.00,0.03
BuscaTabu,20,10,1,0.02,1000,172.00,0.04
BuscaTabu,20,10,1,0.02,1000,172.00,0.05
BuscaTabu,20,10,1,0.03,1000,172.00,0.06
BuscaTabu,20,10,1,0.04,1000,172.00,0.07
BuscaTabu,20,10,1,0.03,1000,172.00,0.08
BuscaTabu,20,10,1,0.02,1000,172.00,0.09
TemperaSimulada,20,10,1,0.00,52,172.00,0.80
TemperaSimulada,20,10,1,0.00,71,172.00,0.85
TemperaSimulada,20,10,1,0.00,110,161.00,0.90
TemperaSimulada,20,10,1,0.00,225,172.00,0.95
TemperaSimulada,20,10,1,0.00,1146,145.00,0.99
BuscaMonotonaRandomizada,20,10,2,0.02,1100,93.00,0.10
BuscaMonotonaRandomizada,20,10,2,0.02,1243,93.00,0.20
BuscaMonotonaRandomizada,20,10,2,0.02,1428,93.00,0.30
BuscaMonotonaRandomizada,20,10,2,0.02,1719,93.00,0.40
BuscaMonotonaRandomizada,20,10,2,0.02,2048,93.00,0.50
BuscaMonotonaRandomizada,20,10,2,0.02,2516,93.00,0.60
BuscaMonotonaRandomizada,20,10,2,0.02,3220,93.00,0.70
BuscaMonotonaRandomizada,20,10,2,0.02,4914,93.00,0.80
BuscaMonotonaRandomizada,20,10,2,0.02,10274,93.00,0.90
BuscaLocalIterada,20,10,2,0.04,1000,93.00,0.10
BuscaLocalIterada,20,10,2,0.05,1000,93.00,0.20
BuscaLocalIterada,20,10,2,0.07,1000,93.00,0.30
BuscaLocalIterada,20,10,2,0.08,1000,93.00,0.40
BuscaLocalIterada,20,10,2,0.08,1000,93.00,0.50
BuscaLocalIterada,20,10,2,0.09,1000,93.00,0.60
BuscaLocalIterada,20,10,2,0.10,1000,93.00,0.70
BuscaLocalIterada,20,10,2,0.10,1000,93.00,0.80
BuscaLocalIterada,20,10,2,0.10,1000,93.00,0.90
BuscaTabu,20,10,2,0.02,1002,93.00,-1.00
BuscaTabu,20,10,2,0.02,1002,93.00,0.01
BuscaTabu,20,10,2,0.02,1002,93.00,0.02
BuscaTabu,20,10,2,0.02,1002,93.00,0.03
BuscaTabu,20,10,2,0.02,1002,93.00,0.04
BuscaTabu,20,10,2,0.02,1002,93.00,0.05
BuscaTabu,20,10,2,0.02,1002,93.00,0.06
BuscaTabu,20,10,2,0.02,1002,93.00,0.07
BuscaTabu,20,10,2,0.02,1002,93.00,0.08
BuscaTabu,20,10,2,0.02,1002,93.00,0.09
TemperaSimulada,20,10,2,0.00,52,110.00,0.80
TemperaSimulada,20,10,2,0.00,71,96.00,0.85
TemperaSimulada,20,10,2,0.00,110,109.00,0.90
TemperaSimulada,20,10,2,0.00,225,93.00,0.95
TemperaSimulada,20,10,2,0.00,1146,93.00,0.99
BuscaMonotonaRandomizada,20,10,3,0.05,2558,124.00,0.10
BuscaMonotonaRandomizada,20,10,3,0.04,1941,124.00,0.20
BuscaMonotonaRandomizada,20,10,3,0.04,1800,124.00,0.30
BuscaMonotonaRandomizada,20,10,3,0.05,2381,125.00,0.40
BuscaMonotonaRandomizada,20,10,3,0.04,2963,126.00,0.50
BuscaMonotonaRandomizada,20,10,3,0.04,4618,125.00,0.60
BuscaMonotonaRandomizada,20,10,3,0.03,4234,128.00,0.70
BuscaMonotonaRandomizada,20,10,3,0.03,7347,132.00,0.80
BuscaMonotonaRandomizada,20,10,3,0.08,29743,133.00,0.90
BuscaLocalIterada,20,10,3,0.10,1700,124.00,0.10
BuscaLocalIterada,20,10,3,0.11,1036,124.00,0.20
BuscaLocalIterada,20,10,3,0.14,1226,124.00,0.30
BuscaLocalIterada,20,10,3,0.14,1035,124.00,0.40
BuscaLocalIterada,20,10,3,0.15,1054,124.00,0.50
BuscaLocalIterada,20,10,3,0.18,1021,124.00,0.60
BuscaLocalIterada,20,10,3,0.21,1264,124.00,0.70
BuscaLocalIterada,20,10,3,0.24,1437,124.00,0.80
BuscaLocalIterada,20,10,3,0.23,1486,124.00,0.90
BuscaTabu,20,10,3,0.02,1000,152.00,-1.00
BuscaTabu,20,10,3,0.02,1000,152.00,0.01
BuscaTabu,20,10,3,0.02,1000,152.00,0.02
BuscaTabu,20,10,3,0.02,1000,152.00,0.03
BuscaTabu,20,10,3,0.02,1000,152.00,0.04
BuscaTabu,20,10,3,0.02,1000,152.00,0.05
BuscaTabu,20,10,3,0.02,1000,152.00,0.06
BuscaTabu,20,10,3,0.02,1000,152.00,0.07
BuscaTabu,20,10,3,0.03,1000,152.00,0.08
BuscaTabu,20,10,3,0.02,1000,152.00,0.09
TemperaSimulada,20,10,3,0.00,52,152.00,0.80
TemperaSimulada,20,10,3,0.00,71,152.00,0.85
TemperaSimulada,20,10,3,0.00,110,140.00,0.90
TemperaSimulada,20,10,3,0.00,225,146.00,0.95
TemperaSimulada,20,10,3,0.00,1146,133.00,0.99
BuscaMonotonaRandomizada,20,10,4,0.03,1538,123.00,0.10
BuscaMonotonaRandomizada,20,10,4,0.04,2066,120.00,0.20
BuscaMonotonaRandomizada,20,10,4,0.03,2074,120.00,0.30
BuscaMonotonaRandomizada,20,10,4,0.05,3041,120.00,0.40
BuscaMonotonaRandomizada,20,10,4,0.06,2823,120.00,0.50
BuscaMonotonaRandomizada,20,10,4,0.04,3536,123.00,0.60
BuscaMonotonaRandomizada,20,10,4,0.03,4161,123.00,0.70
BuscaMonotonaRandomizada,20,10,4,0.04,6749,123.00,0.80
BuscaMonotonaRandomizada,20,10,4,0.03,14554,127.00,0.90
