heuristica,n,m,replicacao,tempo,iteracoes,valor,parametro
BuscaLocalIterada,100,50,8,37.24,2051,136.00,0.30
BuscaLocalIterada,100,50,8,21.84,1101,148.00,0.40
BuscaLocalIterada,100,50,8,23.70,1089,146.00,0.50
BuscaLocalIterada,100,50,8,32.81,1694,145.00,0.60
BuscaLocalIterada,100,50,8,40.22,1970,151.00,0.70
BuscaLocalIterada,100,50,8,26.54,1220,147.00,0.80
BuscaLocalIterada,100,50,8,26.57,1226,150.00,0.90
BuscaTabu,100,50,8,2.54,1000,171.00,-1.00
BuscaTabu,100,50,8,2.15,1000,171.00,0.01
BuscaTabu,100,50,8,2.16,1000,171.00,0.02
BuscaTabu,100,50,8,2.19,1000,171.00,0.03
BuscaTabu,100,50,8,2.16,1000,171.00,0.04
BuscaTabu,100,50,8,2.16,1000,171.00,0.05
BuscaTabu,100,50,8,2.16,1000,171.00,0.06
BuscaTabu,100,50,8,2.45,1000,171.00,0.07
BuscaTabu,100,50,8,2.66,1000,171.00,0.08
BuscaTabu,100,50,8,2.36,1000,171.00,0.09
TemperaSimulada,100,50,8,0.00,52,171.00,0.80
TemperaSimulada,100,50,8,0.00,71,171.00,0.85
TemperaSimulada,100,50,8,0.00,110,171.00,0.90
TemperaSimulada,100,50,8,0.00,225,171.00,0.95
TemperaSimulada,100,50,8,0.00,1000,171.00,0.99
BuscaMonotonaRandomizada,100,50,9,5.11,2555,127.00,0.10
BuscaMonotonaRandomizada,100,50,9,4.25,2541,129.00,0.20
BuscaMonotonaRandomizada,100,50,9,2.95,2026,137.00,0.30
BuscaMonotonaRandomizada,100,50,9,3.57,2878,139.00,0.40
BuscaMonotonaRandomizada,100,50,9,6.05,5602,138.00,0.50
BuscaMonotonaRandomizada,100,50,9,2.49,2851,154.00,0.60
BuscaMonotonaRandomizada,100,50,9,4.99,6444,150.00,0.70
BuscaMonotonaRandomizada,100,50,9,4.24,8967,160.00,0.80
BuscaMonotonaRandomizada,100,50,9,2.21,10364,161.00,0.90
BuscaLocalIterada,100,50,9,24.64,1581,119.00,0.10
BuscaLocalIterada,100,50,9,34.66,2323,125.00,0.20
BuscaLocalIterada,100,50,9,33.46,2033,131.00,0.30
BuscaLocalIterada,100,50,9,42.96,2602,133.00,0.40
BuscaLocalIterada,100,50,9,19.17,1140,138.00,0.50
BuscaLocalIterada,100,50,9,61.46,3401,136.00,0.60
BuscaLocalIterada,100,50,9,19.22,1145,137.00,0.70
BuscaLocalIterada,100,50,9,26.80,1515,141.00,0.80
BuscaLocalIterada,100,50,9,27.66,1533,149.00,0.90
BuscaTabu,100,50,9,2.09,1000,161.00,-1.00
BuscaTabu,100,50,9,1.85,1000,161.00,0.01
BuscaTabu,100,50,9,1.90,1000,161.00,0.02
BuscaTabu,100,50,9,1.93,1000,161.00,0.03
BuscaTabu,100,50,9,1.92,1000,161.00,0.04
BuscaTabu,100,50,9,1.97,1000,161.00,0.05
BuscaTabu,100,50,9,1.95,1000,161.00,0.06
BuscaTabu,100,50,9,1.97,1000,161.00,0.07
BuscaTabu,100,50,9,1.99,1000,161.00,0.08
BuscaTabu,100,50,9,2.00,1000,161.00,0.09
TemperaSimulada,100,50,9,0.00,52,161.00,0.80
TemperaSimulada,100,50,9,0.00,71,161.00,0.85
TemperaSimulada,100,50,9,0.00,110,161.00,0.90
TemperaSimulada,100,50,9,0.00,225,161.00,0.95
TemperaSimulada,100,50,9,0.00,1000,161.00,0.99
BuscaMonotonaRandomizada,100,50,10,5.83,3506,132.00,0.10
BuscaMonotonaRandomizada,100,50,10,3.48,2376,132.00,0.20
BuscaMonotonaRandomizada,100,50,10,2.02,1591,137.00,0.30
BuscaMonotonaRandomizada,100,50,10,1.93,1810,138.00,0.40
BuscaMonotonaRandomizada,100,50,10,1.82,2018,144.00,0.50
BuscaMonotonaRandomizada,100,50,10,1.82,2437,148.00,0.60
BuscaMonotonaRandomizada,100,50,10,1.82,3312,148.00,0.70
BuscaMonotonaRandomizada,100,50,10,1.81,4909,160.00,0.80
BuscaMonotonaRandomizada,100,50,10,1.86,9729,160.00,0.90
BuscaLocalIterada,100,50,10,46.29,3368,124.00,0.10
BuscaLocalIterada,100,50,10,19.05,1230,132.00,0.20
BuscaLocalIterada,100,50,10,18.32,1148,132.00,0.30
BuscaLocalIterada,100,50,10,39.27,2327,141.00,0.40
BuscaLocalIterada,100,50,10,38.58,2179,142.00,0.50
BuscaLocalIterada,100,50,10,21.35,1212,147.00,0.60
BuscaLocalIterada,100,50,10,40.12,2233,143.00,0.70
BuscaLocalIterada,100,50,10,29.39,1548,146.00,0.80
BuscaLocalIterada,100,50,10,335.45,1476,144.00,0.90
BuscaTabu,100,50,10,2.57,1004,148.00,-1.00
BuscaTabu,100,50,10,2.13,1004,148.00,0.01
BuscaTabu,100,50,10,2.21,1004,148.00,0.02
BuscaTabu,100,50,10,2.16,1004,148.00,0.03
BuscaTabu,100,50,10,2.66,1004,148.00,0.04
BuscaTabu,100,50,10,2.79,1004,148.00,0.05
BuscaTabu,100,50,10,2.77,1004,148.00,0.06
BuscaTabu,100,50,10,2.42,1004,148.00,0.07
BuscaTabu,100,50,10,2.61,1004,148.00,0.08
BuscaTabu,100,50,10,2.47,1004,148.00,0.09
TemperaSimulada,100,50,10,0.00,52,165.00,0.80
TemperaSimulada,100,50,10,0.00,71,165.00,0.85
TemperaSimulada,100,50,10,0.00,110,165.00,0.90
TemperaSimulada,100,50,10,0.00,225,165.00,0.95
TemperaSimulada,100,50,10,0.00,1000,165.00,0.99
